trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1759,False,"{'a': 0.002, 'e': 0.0297180700200882}",25,14,19.468249319879032,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1760,False,"{'a': 0.002, 'e': 0.029658693276583766}",20,10,16.886854309329546,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1761,False,"{'a': 0.002, 'e': 0.029599435167892}",30,19,20.449300072513097,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1762,False,"{'a': 0.002, 'e': 0.029540295456980357}",20,2,30.673946837755935,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1763,False,"{'a': 0.002, 'e': 0.02948127390728994}",20,14,-0.47792614724982685,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1764,False,"{'a': 0.002, 'e': 0.02942237028273445}",20,5,26.082048168061146,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1765,False,"{'a': 0.002, 'e': 0.029363584347699333}",20,13,15.778022974831622,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1766,False,"{'a': 0.002, 'e': 0.029304915867040746}",20,12,13.740451310466153,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1767,False,"{'a': 0.002, 'e': 0.029246364606084714}",25,5,39.17758143683527,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1768,False,"{'a': 0.002, 'e': 0.029187930330626086}",20,13,14.668744525272652,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1769,False,"{'a': 0.002, 'e': 0.02912961280692771}",30,16,15.557484195580974,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1770,False,"{'a': 0.002, 'e': 0.02907141180171939}",20,0,19.143961721026972,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1771,False,"{'a': 0.002, 'e': 0.029013327082197053}",30,8,40.184578419929046,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1772,False,"{'a': 0.002, 'e': 0.028955358416021718}",30,0,44.726056746408176,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1773,False,"{'a': 0.002, 'e': 0.028897505571318663}",20,13,14.41714215500726,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1774,False,"{'a': 0.002, 'e': 0.028839768316676413}",30,10,40.49057369306166,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1775,False,"{'a': 0.002, 'e': 0.02878214642114589}",20,14,11.971976595474471,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1776,False,"{'a': 0.002, 'e': 0.028724639654239423}",20,14,13.790497042382661,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1777,False,"{'a': 0.002, 'e': 0.02866724778592988}",25,1,39.53657509862751,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1778,False,"{'a': 0.002, 'e': 0.028609970586649693}",25,15,21.18710807215934,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1779,False,"{'a': 0.002, 'e': 0.02855280782729001}",20,3,27.99634661531245,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1780,False,"{'a': 0.002, 'e': 0.028495759279199697}",20,10,17.48258742242534,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1781,False,"{'a': 0.002, 'e': 0.028438824714184505}",25,0,14.837313262194218,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1782,False,"{'a': 0.002, 'e': 0.028382003904506077}",25,17,13.998149126979394,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1783,False,"{'a': 0.002, 'e': 0.02832529662288112}",20,10,19.014112145345468,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1784,False,"{'a': 0.002, 'e': 0.028268702642480412}",30,20,21.340398699527515,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1785,False,"{'a': 0.002, 'e': 0.02821222173692798}",30,8,44.159599415161,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1786,False,"{'a': 0.002, 'e': 0.028155853680300096}",20,6,25.774366811086562,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1787,False,"{'a': 0.002, 'e': 0.028099598247124487}",30,21,17.306145560971387,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1788,False,"{'a': 0.002, 'e': 0.02804345521237932}",25,7,33.15412263396056,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1789,False,"{'a': 0.002, 'e': 0.027987424351492405}",30,15,24.145253685185427,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1790,False,"{'a': 0.002, 'e': 0.027931505440340204}",20,8,19.34670057777059,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1791,False,"{'a': 0.002, 'e': 0.027875698255247015}",25,8,28.73385123164433,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1792,False,"{'a': 0.002, 'e': 0.027820002572984004}",20,1,34.55236455545729,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1793,False,"{'a': 0.002, 'e': 0.02776441817076839}",35,22,22.616435045821092,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1794,False,"{'a': 0.002, 'e': 0.02770894482626248}",20,13,12.783887555888956,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1795,False,"{'a': 0.002, 'e': 0.027653582317572808}",20,5,-20.025962791817925,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1796,False,"{'a': 0.002, 'e': 0.027598330423249287}",20,7,10.240108240581383,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1797,False,"{'a': 0.002, 'e': 0.02754318892228425}",25,15,14.781582011255267,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1798,False,"{'a': 0.002, 'e': 0.027488157594111634}",20,12,4.314854146330127,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1799,False,"{'a': 0.002, 'e': 0.027433236218606032}",30,15,27.73078090333126,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1800,False,"{'a': 0.002, 'e': 0.027378424576081896}",20,14,13.242001267867417,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1801,False,"{'a': 0.002, 'e': 0.02732372244729256}",25,13,21.46637457533558,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1802,False,"{'a': 0.002, 'e': 0.027269129613429453}",20,8,23.10705896771361,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1803,False,"{'a': 0.002, 'e': 0.027214645856121145}",30,0,40.565554103798554,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1804,False,"{'a': 0.002, 'e': 0.027160270957432564}",20,13,12.92243719458686,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1805,False,"{'a': 0.002, 'e': 0.027106004699864013}",25,15,17.58147508539022,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1806,False,"{'a': 0.002, 'e': 0.027051846866350416}",20,0,-2.4579751699675683,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1807,False,"{'a': 0.002, 'e': 0.02699779724026034}",20,13,15.752027883013461,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1808,False,"{'a': 0.002, 'e': 0.026943855605395233}",20,3,29.35072642278571,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1809,False,"{'a': 0.002, 'e': 0.026890021745988462}",20,7,21.283172723957126,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1810,False,"{'a': 0.002, 'e': 0.02683629544670454}",20,0,-18.050858039495882,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1811,False,"{'a': 0.002, 'e': 0.026782676492638175}",35,12,37.63740961031,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1812,False,"{'a': 0.002, 'e': 0.0267291646693135}",20,13,12.972186618051158,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1813,False,"{'a': 0.002, 'e': 0.026675759762683132}",20,10,13.432440370719767,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1814,False,"{'a': 0.002, 'e': 0.026622461559127397}",20,12,15.579154415781982,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1815,False,"{'a': 0.002, 'e': 0.02656926984545338}",20,8,19.914506318064863,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1816,False,"{'a': 0.002, 'e': 0.02651618440889418}",20,6,26.899659182648907,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1817,False,"{'a': 0.002, 'e': 0.026463205037107963}",25,13,25.56154624203007,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1818,False,"{'a': 0.002, 'e': 0.026410331518177187}",20,9,24.011855730695345,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1819,False,"{'a': 0.002, 'e': 0.02635756364060769}",30,8,36.636396325645656,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1820,False,"{'a': 0.002, 'e': 0.026304901193327908}",25,11,23.465912533514313,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1821,False,"{'a': 0.002, 'e': 0.02625234396568796}",20,10,19.676659105592286,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1822,False,"{'a': 0.002, 'e': 0.02619989174745889}",20,7,22.748314082675662,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1823,False,"{'a': 0.002, 'e': 0.026147544328831734}",20,14,11.40835119772008,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1824,False,"{'a': 0.002, 'e': 0.026095301500416765}",30,20,17.653859525170716,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1825,False,"{'a': 0.002, 'e': 0.02604316305324258}",20,4,23.460442473399112,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1826,False,"{'a': 0.002, 'e': 0.025991128778755347}",20,10,13.571052304198599,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1827,False,"{'a': 0.002, 'e': 0.02593919846881787}",25,5,35.39241171182737,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1828,False,"{'a': 0.002, 'e': 0.025887371915708866}",25,17,15.526203137939836,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1829,False,"{'a': 0.002, 'e': 0.025835648912122026}",25,16,14.28836504900049,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1830,False,"{'a': 0.002, 'e': 0.0257840292511653}",25,16,15.045002248843813,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1831,False,"{'a': 0.002, 'e': 0.02573251272635994}",20,12,14.114590781716508,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1832,False,"{'a': 0.002, 'e': 0.025681099131639813}",25,0,35.30002585982855,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1833,False,"{'a': 0.002, 'e': 0.02562978826135044}",30,16,15.413684583411454,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1834,False,"{'a': 0.002, 'e': 0.025578579910248294}",20,12,15.721797672002406,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1835,False,"{'a': 0.002, 'e': 0.025527473873499885}",20,8,22.850201423257438,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1836,False,"{'a': 0.002, 'e': 0.025476469946681016}",20,11,12.828587421265329,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1837,False,"{'a': 0.002, 'e': 0.025425567925775893}",20,9,21.427166467806494,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1838,False,"{'a': 0.002, 'e': 0.025374767607176385}",20,0,28.70938011873341,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1839,False,"{'a': 0.002, 'e': 0.025324068787681127}",25,0,39.16866091348712,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1840,False,"{'a': 0.002, 'e': 0.025273471264494796}",25,14,19.74411767174531,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1841,False,"{'a': 0.002, 'e': 0.025222974835227212}",25,7,30.995230244797362,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1842,False,"{'a': 0.002, 'e': 0.025172579297892607}",20,10,-8.031695095078302,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1843,False,"{'a': 0.002, 'e': 0.02512228445090875}",20,10,21.43127528202657,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1844,False,"{'a': 0.002, 'e': 0.025072090093096203}",30,21,15.442103619600918,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1845,False,"{'a': 0.002, 'e': 0.025021996023677443}",25,3,31.147468900044874,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1846,False,"{'a': 0.002, 'e': 0.024972002042276155}",25,12,23.356693301167475,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1847,False,"{'a': 0.002, 'e': 0.02492210794891632}",20,6,12.501707829855816,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1848,False,"{'a': 0.002, 'e': 0.024872313544021522}",20,0,27.113964895822132,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1849,False,"{'a': 0.002, 'e': 0.02482261862841405}",20,0,27.240845681807745,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1850,False,"{'a': 0.002, 'e': 0.0247730230033142}",20,8,22.22881076726813,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1851,False,"{'a': 0.002, 'e': 0.024723526470339388}",20,11,12.1188416672979,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1852,False,"{'a': 0.002, 'e': 0.02467412883150343}",20,3,26.49997365653593,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1853,False,"{'a': 0.002, 'e': 0.024624829889215685}",20,10,8.316563660251369,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1854,False,"{'a': 0.002, 'e': 0.02457562944628034}",20,0,7.712623445576871,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1855,False,"{'a': 0.002, 'e': 0.024526527305895537}",25,13,22.165045595769612,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1856,False,"{'a': 0.002, 'e': 0.02447752327165267}",20,10,15.163826953795514,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1857,False,"{'a': 0.002, 'e': 0.024428617147535518}",30,13,20.06587573246736,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1858,False,"{'a': 0.002, 'e': 0.024379808737919537}",35,14,40.69302096572471,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1859,False,"{'a': 0.002, 'e': 0.024331097847571002}",25,9,24.307727594585494,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1860,False,"{'a': 0.002, 'e': 0.02428248428164631}",20,6,6.372733859430715,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1861,False,"{'a': 0.002, 'e': 0.024233967845691113}",30,21,17.760268650114405,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1862,False,"{'a': 0.002, 'e': 0.02418554834563962}",20,10,-22.745457224173474,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1863,False,"{'a': 0.002, 'e': 0.024137225587813747}",20,15,8.982527952433399,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1864,False,"{'a': 0.002, 'e': 0.024088999378922418}",30,17,22.177136969784524,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1865,False,"{'a': 0.002, 'e': 0.024040869526060712}",25,0,37.674459482733745,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1866,False,"{'a': 0.002, 'e': 0.023992835836709175}",20,3,28.996435117531583,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1867,False,"{'a': 0.002, 'e': 0.023944898118732967}",30,0,49.659604160122406,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
1868,False,"{'a': 0.002, 'e': 0.023897056180381168}",30,17,22.475722020196212,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1869,False,"{'a': 0.002, 'e': 0.023849309830285947}",25,16,18.228413051872078,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1870,False,"{'a': 0.002, 'e': 0.023801658877461853}",20,12,15.802384403334699,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1871,False,"{'a': 0.002, 'e': 0.023754103131304997}",25,14,18.658736105270037,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1872,False,"{'a': 0.002, 'e': 0.023706642401592346}",25,4,32.764232438270554,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1873,False,"{'a': 0.002, 'e': 0.0236592764984809}",25,14,22.14525761648462,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1874,False,"{'a': 0.002, 'e': 0.023612005232507005}",30,13,28.87637589769182,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1875,False,"{'a': 0.002, 'e': 0.02356482841458551}",25,7,31.327251638053855,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1876,False,"{'a': 0.002, 'e': 0.023517745856009107}",30,16,27.126924356073715,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1877,False,"{'a': 0.002, 'e': 0.023470757368447476}",20,0,25.746466622959467,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1878,False,"{'a': 0.002, 'e': 0.023423862763946618}",20,11,16.657175453261573,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1879,False,"{'a': 0.002, 'e': 0.023377061854928043}",30,16,26.308219901743723,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1880,False,"{'a': 0.002, 'e': 0.023330354454188063}",25,0,40.10740523080996,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1881,False,"{'a': 0.002, 'e': 0.023283740374897}",25,7,31.506428329352723,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1882,False,"{'a': 0.002, 'e': 0.023237219430598487}",25,13,27.562330972799593,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1883,False,"{'a': 0.002, 'e': 0.023190791435208673}",20,9,17.12142628733197,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1884,False,"{'a': 0.002, 'e': 0.023144456203015532}",25,15,18.030379770504293,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1885,False,"{'a': 0.002, 'e': 0.02309821354867805}",25,11,27.092726224407336,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1886,False,"{'a': 0.002, 'e': 0.02305206328722557}",20,10,25.088424049735135,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1887,False,"{'a': 0.002, 'e': 0.023006005234056964}",25,11,25.60573151351489,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1888,False,"{'a': 0.002, 'e': 0.022960039204939983}",20,10,15.43181938449951,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1889,False,"{'a': 0.002, 'e': 0.022914165016010422}",20,8,0.8431726907698154,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1890,False,"{'a': 0.002, 'e': 0.022868382483771488}",20,16,7.148524074595145,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1891,False,"{'a': 0.002, 'e': 0.02282269142509297}",20,10,19.851256604679065,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1892,False,"{'a': 0.002, 'e': 0.022777091657210594}",20,8,20.84719048557587,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1893,False,"{'a': 0.002, 'e': 0.022731582997725205}",20,8,21.24273349587768,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1894,False,"{'a': 0.002, 'e': 0.022686165264602126}",20,8,23.6089076254344,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1895,False,"{'a': 0.002, 'e': 0.022640838276170343}",20,8,25.170384414590366,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1896,False,"{'a': 0.002, 'e': 0.022595601851121864}",20,11,16.53977842387333,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1897,False,"{'a': 0.002, 'e': 0.022550455808510905}",20,7,21.7566008410941,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1898,False,"{'a': 0.002, 'e': 0.02250539996775326}",30,14,9.050392529065896,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
1899,False,"{'a': 0.002, 'e': 0.02246043414862548}",20,16,6.767495078184177,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1900,False,"{'a': 0.002, 'e': 0.022415558171264255}",30,4,39.60548788902051,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1901,False,"{'a': 0.002, 'e': 0.02237077185616559}",20,0,29.954841573868546,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1902,False,"{'a': 0.002, 'e': 0.022326075024184187}",20,3,24.52059706033196,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1903,False,"{'a': 0.002, 'e': 0.02228146749653264}",25,0,31.57449723578544,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1904,False,"{'a': 0.002, 'e': 0.0222369490947808}",25,17,15.76421492842088,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1905,False,"{'a': 0.002, 'e': 0.022192519640854974}",20,4,25.664283971095934,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1906,False,"{'a': 0.002, 'e': 0.022148178957037315}",20,0,23.391732765347832,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1907,False,"{'a': 0.002, 'e': 0.022103926865965004}",25,9,3.283358516304936,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
1908,False,"{'a': 0.002, 'e': 0.022059763190629637}",20,8,18.65332668893541,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1909,False,"{'a': 0.002, 'e': 0.02201568775437644}",25,7,29.38613081242701,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1910,False,"{'a': 0.002, 'e': 0.021971700380903618}",20,0,27.997857045383125,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1911,False,"{'a': 0.002, 'e': 0.02192780089426161}",20,14,12.22329287480678,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1912,False,"{'a': 0.002, 'e': 0.021883989118852424}",25,10,26.586625603766574,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1913,False,"{'a': 0.002, 'e': 0.021840264879428885}",25,13,21.2474424417932,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1914,False,"{'a': 0.002, 'e': 0.02179662800109399}",20,5,12.989340213090953,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1915,False,"{'a': 0.002, 'e': 0.021753078309300157}",20,5,23.792989684022842,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1916,False,"{'a': 0.002, 'e': 0.02170961562984857}",20,14,11.66333230096251,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1917,False,"{'a': 0.002, 'e': 0.02166623978888844}",25,20,9.077420342384508,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1918,False,"{'a': 0.002, 'e': 0.021622950612916365}",30,24,13.936361466787723,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1919,False,"{'a': 0.002, 'e': 0.021579747928775563}",30,17,-13.659802726016357,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1920,False,"{'a': 0.002, 'e': 0.02153663156365526}",20,7,22.360159625388537,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1921,False,"{'a': 0.002, 'e': 0.021493601345089923}",20,0,30.607546935584104,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1922,False,"{'a': 0.002, 'e': 0.021450657100958614}",25,5,32.965918799951666,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1923,False,"{'a': 0.002, 'e': 0.021407798659484324}",20,10,18.313804892096734,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1924,False,"{'a': 0.002, 'e': 0.021365025849233204}",30,17,23.77009070868869,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1925,False,"{'a': 0.002, 'e': 0.02132233849911398}",25,16,14.050245152240846,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1926,False,"{'a': 0.002, 'e': 0.02127973643837717}",30,12,32.74450945713542,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1927,False,"{'a': 0.002, 'e': 0.021237219496614494}",35,13,39.80386661310041,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1928,False,"{'a': 0.002, 'e': 0.02119478750375811}",25,5,37.2786674943418,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1929,False,"{'a': 0.002, 'e': 0.021152440290080017}",20,6,22.05845328402356,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1930,False,"{'a': 0.002, 'e': 0.021110177686191275}",25,12,20.261136650159326,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1931,False,"{'a': 0.002, 'e': 0.021067999523041434}",30,23,13.919496989440155,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1932,False,"{'a': 0.002, 'e': 0.021025905631917766}",20,0,34.52566342813892,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1933,False,"{'a': 0.002, 'e': 0.02098389584444467}",20,8,22.334986515348863,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1934,False,"{'a': 0.002, 'e': 0.02094196999258292}",20,10,14.777241562851893,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1935,False,"{'a': 0.002, 'e': 0.020900127908629072}",30,14,31.2811388131412,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1936,False,"{'a': 0.002, 'e': 0.020858369425214716}",25,0,27.4481617185088,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1937,False,"{'a': 0.002, 'e': 0.020816694375305884}",25,13,25.168493180296725,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1938,False,"{'a': 0.002, 'e': 0.020775102592202298}",20,9,18.37862555907415,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1939,False,"{'a': 0.002, 'e': 0.02073359390953679}",20,12,15.876493727950304,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1940,False,"{'a': 0.002, 'e': 0.020692168161274557}",20,12,3.920879579279407,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1941,False,"{'a': 0.002, 'e': 0.020650825181712566}",20,3,27.078239557411013,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
